,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.4997510913087451,0.49954047983139815
1,0.125,0.125,0.78125,0.75,0.453125,0.4375,0.5036859834897454,0.5045361227312505
2,0.8875,0.9,0.021875,0.0,0.4546875,0.45,0.5069708024484422,0.5086783877197455
3,0.459375,0.4875,0.146875,0.1125,0.303125,0.3,0.5099625683527981,0.5123497022176698
4,0.440625,0.4375,0.115625,0.0625,0.278125,0.25,0.5126055450814493,0.5156455815105998
5,0.334375,0.3625,0.175,0.1625,0.2546875,0.2625,0.5155663601577748,0.519020418076418
6,0.3125,0.35,0.203125,0.1875,0.2578125,0.26875,0.5184708659428795,0.5225597029385615
7,0.340625,0.375,0.15,0.1125,0.2453125,0.24375,0.5231181631069928,0.5273881021522039
8,0.278125,0.325,0.184375,0.1875,0.23125,0.25625,0.5282374333490905,0.533135061067963
9,0.321875,0.35,0.16875,0.1625,0.2453125,0.25625,0.5331603404433495,0.5380234706895541
10,0.353125,0.3875,0.140625,0.125,0.246875,0.25625,0.5382000195803556,0.543312408792237
