,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.5007873031769728,0.5013937869892079
1,1.0,1.0,0.0,0.0,0.5,0.5,0.5029811373879394,0.502131257324746
2,0.640625,0.7,0.20625,0.1875,0.4234375,0.44375,0.5025576736866284,0.5022216470280716
3,0.94375,0.975,0.0125,0.0375,0.478125,0.50625,0.5038392139690467,0.503307478715754
4,0.971875,0.9875,0.00625,0.0125,0.4890625,0.5,0.5031347180414437,0.5009861268658173
5,0.709375,0.75,0.178125,0.225,0.44375,0.4875,0.5026035207620639,0.49925282550767347
6,0.95,0.975,0.034375,0.025,0.4921875,0.5,0.5044617316755152,0.5003623512984555
7,0.659375,0.7375,0.265625,0.2875,0.4625,0.5125,0.5047554905220824,0.4993206442144884
8,0.89375,0.9625,0.053125,0.075,0.4734375,0.51875,0.5061382478242875,0.49672326716562604
9,0.94375,0.9625,0.03125,0.0625,0.4875,0.5125,0.507672390916642,0.49837960027850803
10,0.725,0.825,0.246875,0.25,0.4859375,0.5375,0.5059472288342992,0.48977197387825055
