,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.5001102694103473,0.4994759823485088
1,0.0,0.0,1.0,1.0,0.5,0.5,0.5005227062510882,0.500430614928314
2,0.159375,0.2,0.825,0.75,0.4921875,0.475,0.5008405869004215,0.501271747117554
3,0.45625,0.3625,0.465625,0.3625,0.4609375,0.3625,0.5029653057235358,0.5042322375463457
4,0.725,0.65,0.128125,0.125,0.4265625,0.3875,0.5115711536357992,0.5150284620553629
5,0.225,0.275,0.590625,0.5875,0.4078125,0.43125,0.5176221391794865,0.5153262254016511
6,0.91875,0.925,0.0625,0.05,0.490625,0.4875,0.5194743782272461,0.5217144012107522
7,0.590625,0.7125,0.2125,0.1875,0.4015625,0.45,0.5311797329490195,0.5194195704454894
8,0.55,0.675,0.3125,0.275,0.43125,0.475,0.5217558275696631,0.5129304137107086
9,0.553125,0.6625,0.246875,0.1875,0.4,0.425,0.5613614969259184,0.5329826736701264
10,0.553125,0.6,0.353125,0.3375,0.453125,0.46875,0.5250178084968786,0.5165905584304913
