,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.500495571814378,0.49987723034255216
1,0.0,0.0,1.0,1.0,0.5,0.5,0.5012524748732121,0.5009695794589865
2,0.096875,0.125,0.80625,0.85,0.4515625,0.4875,0.5018334210583792,0.5011337640275958
3,0.1625,0.1375,0.753125,0.8375,0.4578125,0.4875,0.5014929019627475,0.5004751416495925
4,0.0875,0.0625,0.8625,0.95,0.475,0.50625,0.5034337541237071,0.5010893358611896
5,0.14375,0.175,0.753125,0.8875,0.4484375,0.53125,0.5038153323421926,0.5003578905831271
6,0.178125,0.175,0.759375,0.85,0.46875,0.5125,0.5029278956846321,0.4979928618756141
7,0.784375,0.8625,0.175,0.1625,0.4796875,0.5125,0.5035413847906132,0.49689684566691517
8,0.35,0.3875,0.584375,0.7125,0.4671875,0.55,0.503704486667961,0.49471940022130473
9,0.70625,0.7625,0.31875,0.4,0.5125,0.58125,0.5042555137127174,0.493521230301554
10,0.2125,0.275,0.66875,0.7875,0.440625,0.53125,0.5090663699050095,0.4931730041073476
