,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.5004108774787691,0.5004900573011606
1,1.0,1.0,0.0,0.0,0.5,0.5,0.5003661829701744,0.5012010429928966
2,1.0,1.0,0.0,0.0,0.5,0.5,0.5008534166485201,0.5018002148677438
3,0.940625,0.9125,0.015625,0.05,0.478125,0.48125,0.5010991687080434,0.5019256851019052
4,0.7875,0.7875,0.134375,0.15,0.4609375,0.46875,0.5016990604835307,0.502657195775291
5,0.83125,0.775,0.075,0.0875,0.453125,0.43125,0.5019765213218482,0.5029176805498885
6,0.865625,0.8625,0.028125,0.05,0.446875,0.45625,0.5021388644888131,0.5031116919873267
7,0.796875,0.8,0.05625,0.05,0.4265625,0.425,0.5025483011137827,0.5035998277665044
8,0.70625,0.7,0.1125,0.1375,0.409375,0.41875,0.502764324384611,0.5038663996899821
9,0.790625,0.775,0.040625,0.075,0.415625,0.425,0.5030147419325662,0.5041561730703157
10,0.55,0.475,0.25625,0.25,0.403125,0.3625,0.5031769852639203,0.5044130398746131
