,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.5001823803056066,0.5003338877058703
1,0.284375,0.2125,0.371875,0.325,0.328125,0.26875,0.507727107716881,0.5108552371958742
2,0.171875,0.1375,0.446875,0.525,0.309375,0.33125,0.5107608940676529,0.5144112524286183
3,0.759375,0.7875,0.046875,0.025,0.403125,0.40625,0.5138595314546264,0.5182770835723283
4,0.4125,0.325,0.18125,0.125,0.296875,0.225,0.5164215947074772,0.521475509780076
5,0.528125,0.4125,0.125,0.075,0.3265625,0.24375,0.5199186300549157,0.5259315892845077
6,0.3625,0.2875,0.1875,0.15,0.275,0.21875,0.5224244288823885,0.5283784790838807
7,0.040625,0.0125,0.578125,0.5375,0.309375,0.275,0.5255952227619511,0.5321010073393232
8,0.3125,0.2625,0.196875,0.2125,0.2546875,0.2375,0.5283107725528442,0.5344888115350136
9,0.28125,0.25,0.2125,0.225,0.246875,0.2375,0.5321852287335799,0.5389365358326341
10,0.23125,0.225,0.24375,0.25,0.2375,0.2375,0.5349370760192786,0.5413257931776732
