,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.49893040102158803,0.4996178350134805
1,0.95625,0.975,0.0375,0.025,0.496875,0.5,0.5004945225290929,0.4997146148361451
2,0.884375,0.8625,0.103125,0.075,0.49375,0.46875,0.5008305512234564,0.49978438077651877
3,0.75625,0.75,0.234375,0.2625,0.4953125,0.50625,0.5009883850927593,0.4999266793991116
4,0.734375,0.725,0.253125,0.2875,0.49375,0.50625,0.500841790816412,0.4996624624676276
5,0.325,0.3125,0.66875,0.7125,0.496875,0.5125,0.5008365833252791,0.4998271245665197
6,0.725,0.725,0.221875,0.2875,0.4734375,0.50625,0.5012498266359109,0.49998414912524414
7,0.553125,0.625,0.36875,0.4375,0.4609375,0.53125,0.5009737844898388,0.4994978161990886
8,0.384375,0.3875,0.578125,0.625,0.48125,0.50625,0.5009741846829502,0.5001071943529206
9,0.5625,0.625,0.365625,0.45,0.4640625,0.5375,0.501098915680424,0.49959774939637613
10,0.571875,0.6125,0.365625,0.4125,0.46875,0.5125,0.5011593560689585,0.49979740651901655
