,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.5011497229775046,0.5010056939546381
1,0.3371875,0.36625,0.16140625,0.171875,0.249296875,0.2690625,0.6227274993678652,0.612229308981184
2,0.579375,0.6,0.0403125,0.04625,0.30984375,0.323125,0.6072129748620212,0.59872899572785
3,0.545,0.564375,0.038125,0.045625,0.2915625,0.305,0.6280529824539985,0.6159588906305826
4,0.6309375,0.644375,0.040625,0.04125,0.33578125,0.3428125,0.6189624293502546,0.6094047507106528
5,0.41765625,0.43875,0.1165625,0.14125,0.267109375,0.29,0.6514363615013125,0.635905763280643
6,0.70453125,0.725,0.00640625,0.01,0.35546875,0.3675,0.6039921698143672,0.5937765091708017
7,0.611875,0.64125,0.0240625,0.031875,0.31796875,0.3365625,0.6525658405709501,0.6374801213940615
8,0.6903125,0.7,0.0225,0.0275,0.35640625,0.36375,0.624868467468488,0.6133032130481653
9,0.53,0.56375,0.07328125,0.095,0.301640625,0.329375,0.6104920054380284,0.5987822443748092
10,0.42765625,0.46375,0.15125,0.1625,0.289453125,0.313125,0.6002064189851636,0.5924212640125657
11,0.55375,0.57125,0.15703125,0.175,0.355390625,0.373125,0.5990768577794633,0.5914051245308
12,0.40625,0.428125,0.215625,0.230625,0.3109375,0.329375,0.6009995866797014,0.589640893928945
13,0.6,0.60375,0.0809375,0.100625,0.34046875,0.3521875,0.638687303790396,0.6248276721166982
14,0.684375,0.6975,0.03921875,0.05125,0.361796875,0.374375,0.6292259799558747,0.616678484647255
15,0.75734375,0.76875,0.01796875,0.025,0.38765625,0.396875,0.5994544183625576,0.5918950997988257
16,0.3303125,0.375625,0.2475,0.29375,0.28890625,0.3346875,0.6262024232017744,0.6092329618893573
17,0.570625,0.58125,0.09125,0.115,0.3309375,0.348125,0.6381670638603588,0.6243979005494608
18,0.69734375,0.72375,0.04875,0.05625,0.373046875,0.39,0.6066594258668329,0.5942113232943953
19,0.59859375,0.630625,0.065625,0.06875,0.332109375,0.3496875,0.6216350389364367,0.6090832496628817
20,0.42171875,0.451875,0.2284375,0.25375,0.325078125,0.3528125,0.6250996744065918,0.6082447844023237
