,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.5004719575923204,0.5009268572509363
1,0.246875,0.225,0.425,0.375,0.3359375,0.3,0.507671582206094,0.5096786811872533
2,0.403125,0.3125,0.184375,0.15,0.29375,0.23125,0.5115945040295211,0.5150279239054726
3,0.5125,0.375,0.10625,0.1,0.309375,0.2375,0.5162607535333054,0.5211822955295744
4,0.65,0.6625,0.03125,0.0125,0.340625,0.3375,0.5210759709308256,0.5269124536172161
5,0.621875,0.6375,0.03125,0.0125,0.3265625,0.325,0.525382494334848,0.5318304132919784
6,0.696875,0.675,0.015625,0.0,0.35625,0.3375,0.5299796231895361,0.5374820272087346
7,0.55,0.5125,0.04375,0.025,0.296875,0.26875,0.5342492977046984,0.5416532354748067
8,0.303125,0.2625,0.20625,0.2,0.2546875,0.23125,0.5384975442959012,0.5465057222667853
9,0.471875,0.45,0.06875,0.075,0.2703125,0.2625,0.5428413191968565,0.5509836079094622
10,0.39375,0.35,0.103125,0.1125,0.2484375,0.23125,0.546420951530181,0.5536925547905212
