,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.49840144763308897,0.4981975354742854
1,0.2875,0.2875,0.31875,0.275,0.303125,0.28125,0.5130885929544519,0.5168899035554511
2,0.23125,0.2125,0.30625,0.3125,0.26875,0.2625,0.5174881274836658,0.5220453427073057
3,0.30625,0.275,0.21875,0.2,0.2625,0.2375,0.5210163778642617,0.5262089053064463
4,0.175,0.175,0.35,0.325,0.2625,0.25,0.5250009452345942,0.531224434421551
5,0.196875,0.2,0.29375,0.275,0.2453125,0.2375,0.5292378520411486,0.5363625485923798
6,0.4125,0.4,0.125,0.125,0.26875,0.2625,0.5321085393808351,0.5393952182185947
7,0.128125,0.125,0.409375,0.4,0.26875,0.2625,0.5367451900736301,0.5444262407483278
8,0.53125,0.5375,0.075,0.075,0.303125,0.30625,0.5414573035134493,0.5496555509517629
9,0.228125,0.2,0.25625,0.225,0.2421875,0.2125,0.5456676564418674,0.5541684749574765
10,0.246875,0.2125,0.234375,0.2375,0.240625,0.225,0.5504598744103235,0.5593713847343919
