,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.0,0.0,1.0,1.0,0.5,0.5,0.4998327242716193,0.5001240341503269
1,0.0875,0.15,0.853125,0.8875,0.4703125,0.51875,0.5020936948571533,0.5023051144609466
2,0.40625,0.4875,0.578125,0.5625,0.4921875,0.525,0.5003704409986938,0.49954669902515814
3,0.39375,0.5,0.634375,0.65,0.5140625,0.575,0.49930630656016606,0.4972766929799439
4,0.41875,0.5375,0.559375,0.5875,0.4890625,0.5625,0.5004866180081636,0.49710039887632507
5,0.409375,0.5375,0.6125,0.6625,0.5109375,0.6,0.5003343225382242,0.49525567588193004
6,0.36875,0.45,0.703125,0.7625,0.5359375,0.60625,0.49948921664874835,0.4916243922479581
7,0.725,0.7625,0.20625,0.25,0.465625,0.50625,0.5022879641709178,0.49396953479611716
8,0.653125,0.6625,0.365625,0.4375,0.509375,0.55,0.5017814023601159,0.4907348123874017
9,0.865625,0.925,0.090625,0.075,0.478125,0.5,0.5013765272508233,0.49106321008278897
10,0.64375,0.6625,0.378125,0.4625,0.5109375,0.5625,0.498302590019419,0.48375879746180617
