,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.49991743125097104,0.5003021253675699
1,0.959375,0.9375,0.0,0.0,0.4796875,0.46875,0.5084751029652782,0.5116002561793203
2,0.04375,0.0375,0.65625,0.5875,0.35,0.3125,0.5148357720359703,0.5202834519640527
3,0.1,0.1,0.503125,0.475,0.3015625,0.2875,0.5260642810937751,0.5335801786025292
4,0.11875,0.1,0.459375,0.45,0.2890625,0.275,0.5461450781912657,0.5583642838976213
5,0.175,0.2,0.29375,0.25,0.234375,0.225,0.5684344588096261,0.5812343835537955
6,0.45,0.4625,0.115625,0.075,0.2828125,0.26875,0.5911839555312781,0.604950068948767
7,0.140625,0.175,0.409375,0.45,0.275,0.3125,0.6004524588061629,0.6052758922688053
8,0.11875,0.1625,0.3375,0.35,0.228125,0.25625,0.6193847290466892,0.6217359792601084
9,0.328125,0.3875,0.1375,0.175,0.2328125,0.28125,0.6163023770597357,0.6114003742674385
10,0.253125,0.35,0.2125,0.3125,0.2328125,0.33125,0.6350381523142529,0.6085954650698678
