,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,0.003125,0.0,1.0,0.9875,0.5015625,0.49375,0.5000393866166665,0.5003068135246223
1,0.96875,0.9625,0.034375,0.025,0.5015625,0.49375,0.5004326585383381,0.499824695243939
2,0.934375,0.9375,0.05625,0.05,0.4953125,0.49375,0.5006837481071061,0.49991025587201987
3,0.821875,0.8625,0.1625,0.2125,0.4921875,0.5375,0.5008736868898224,0.49998247259935874
4,0.95625,0.9625,0.04375,0.0375,0.5,0.5,0.5008792171506945,0.49998275891593014
5,0.93125,0.9625,0.053125,0.05,0.4921875,0.50625,0.5011054742866767,0.5002184376734018
6,0.909375,0.925,0.071875,0.075,0.490625,0.5,0.5014384348866404,0.5004360356291485
7,0.840625,0.85,0.125,0.2,0.4828125,0.525,0.5013462134709277,0.5003447853917347
8,0.93125,0.9375,0.053125,0.075,0.4921875,0.50625,0.5015547001546309,0.5005014733391475
9,0.85,0.875,0.10625,0.1375,0.478125,0.50625,0.5018229979248645,0.5007431936428587
10,0.803125,0.85,0.15,0.225,0.4765625,0.5375,0.5015064011196412,0.5005460613759469
