,causal,causal,noncausal,noncausal,total,total,symmetry,symmetry
,train,validation,train,validation,train,validation,train,validation
0,1.0,1.0,0.0,0.0,0.5,0.5,0.5008801509374063,0.5022557955792936
1,1.0,0.9875,0.0,0.0,0.5,0.49375,0.5030972494707547,0.5036924322651248
2,0.925,0.9625,0.003125,0.0125,0.4640625,0.4875,0.5042543175566475,0.5045746189027175
3,0.115625,0.1,0.715625,0.725,0.415625,0.4125,0.505857732257389,0.5046721780676036
4,0.825,0.85,0.090625,0.0875,0.4578125,0.46875,0.5089617003562368,0.5070355791136805
5,0.9,0.9625,0.096875,0.0625,0.4984375,0.5125,0.5083689566181311,0.5020469518075007
6,0.746875,0.8125,0.171875,0.2,0.459375,0.50625,0.5131323997408413,0.5059924332018267
7,0.41875,0.425,0.409375,0.45,0.4140625,0.4375,0.5181264189978915,0.5087930823209884
8,0.978125,0.975,0.009375,0.0125,0.49375,0.49375,0.519276169683061,0.5092874380024192
9,0.9125,0.9375,0.053125,0.0625,0.4828125,0.5,0.5193178891248714,0.5076431169285864
10,0.940625,0.9625,0.025,0.0375,0.4828125,0.5,0.52175247332753,0.5018857166883983
